Coefs(Intercept),CoefsN_years50,CoefsAvRich_100,CoefsAv_HMindex,CoefsCV_gpp_scaled,CoefsGamma_scaled,R2,adjR2,n,SE_(Intercept),SE_N_years50,SE_AvRich_100,SE_Av_HMindex,SE_CV_gpp_scaled,SE_Gamma_scaled,BCR
-0.5219364810328604,0.11845100873014243,-0.10983571218279954,0.03478875290740227,0.11383428514197352,0.6665065613812388,0.11307651308897017,0.09079200336758753,205,0.1387767749976513,0.06483987014037379,0.21933287791540032,0.1028894165098857,0.324075783171261,0.19206537419039693,27
-0.1874592773793249,0.1005494746697074,0.1270563003586391,-0.0947591784280524,-0.6219946309892171,0.34891721169023016,0.058562058359822124,0.0405956854277576,268,0.28388690030463054,0.06490983856670297,0.20905771885376817,0.10348122104895374,0.46031448736433617,0.20481362052295093,28
-0.3801481398287206,0.10554330499889701,0.476127847822154,0.27172050845701856,0.9363239159474869,-0.29892744814933714,0.07693983497340691,0.033806182402070895,113,0.34588943234091457,0.07920215318913963,0.26862670342481304,0.12720861331661468,0.6072549508521908,0.286281509363876,24
-0.8352606340868157,-0.01129955676838177,0.8615027731845458,0.010979100676123791,0.43896192507951926,0.3648094298435679,0.09131524526230077,0.04246122619038151,99,0.4298563375454419,0.08788327358731897,0.36977801053357623,0.15837211580604563,0.5700909981724822,0.340096197696879,29
-0.23117077372155018,0.10119638161899623,0.4100261743298172,-0.04377897128423432,0.8294663672909096,-0.21590668148364225,0.040589981087428284,0.004521935263647303,139,0.19575746741961028,0.12716581468760202,0.22189097931770496,0.28484424500886907,0.537546423385604,0.2792977367382808,16
0.19157027218567363,-0.18838416856834034,-0.06058447679509782,-0.21573459921042967,-0.031683146370444275,-0.003175570990144762,0.12218598025101336,-0.09726752468623334,26,0.4687815694077969,0.2996419130208592,0.5617771736201342,0.5364708764959192,1.8409714027411788,0.531547722689892,34
0.07009101735054642,-0.3515524065859132,0.005368079322712778,0.07062924555882294,-0.2196444538371089,0.3785895030680717,0.2121354979705831,0.12260544092178571,50,0.1634093728182839,0.114443917463277,0.30876107853186224,0.12065925206692196,0.3170463568649807,0.319487626628348,33
0.39377925173852346,-0.08834720478419461,0.7652166713476789,-0.4931332618680758,-3.6107074762595963,0.8550035639235237,0.19048071092646204,0.10787670183732556,55,0.6147233678301116,0.13512935622239042,0.44951605374783116,0.2755455597406484,1.3125646028038809,0.5030549975498807,25
-0.57688705955284,0.1415285069911294,-0.3166851692828361,-0.1631683788055555,0.6564192387894182,0.7510943809328066,0.23273046223772267,0.07288264187058158,30,0.3141767915844032,0.1464224637457568,0.47649935634812274,0.2626758975775256,0.6702257276876848,0.5153996303853892,26
-0.015502703664848792,0.008223660688255323,0.018734068669928525,0.2507541763543191,0.5254757275656516,-0.28883274284666755,0.04692695949623524,-0.013394119016661099,85,0.25877577919219175,0.1108275158649985,0.28766283103274026,0.13361309733460633,0.7092223589910317,0.27616895285702786,5
0.25367545345739284,0.02512148804255245,0.2897567648797875,0.03458612515825932,-0.12331058298976687,-0.3366915276490563,0.06006595848122108,0.03258250697482412,177,0.1542657621429901,0.07723033465589499,0.15224914010645743,0.09042663980898312,0.3246089131338469,0.1417082553953115,9
-0.24376277093597293,0.2671876334676325,-0.43787347198947624,-0.014651404062532377,0.030274760227170513,0.42205261681677275,0.1404234488918471,0.08669991444758751,86,0.3186796667525109,0.11220502391862879,0.1975984601087849,0.15350327840947103,0.39727995674858757,0.2897489164551676,32
0.41427405673013656,-0.061520926954649204,-0.5020510742865602,0.40540064124807423,-1.0393294289324602,0.3376240416444973,0.1963694816482008,0.041825151195931665,32,0.32507503648271546,0.16701671661435144,0.43887513355374624,0.3337761565215935,1.133949487970508,0.4378736251267675,15
-0.6047920079034371,0.12493121023125915,0.027360342276096725,0.3183456946434395,1.2657019042258724,0.23717860500343663,0.1478075901383651,0.11425670786034803,133,0.21246939188640843,0.08427859784249288,0.22771915070231472,0.2375522127947587,0.4663769826985017,0.20740964298010223,10
-0.34417663093679496,0.04821929059248008,0.7856630943326756,0.13457003401365658,0.9830713603584132,-0.38885159288194965,0.11777683375494169,0.07085006959297058,100,0.2334421463998432,0.0780206686483575,0.28157639592315725,0.09937825385685888,0.4073476205275931,0.19869990559011758,18
-0.17429720924652567,0.002712638935633596,0.08011061309898226,-0.2831910588421683,1.0009827560183244,0.038720811795172706,0.09293866209015623,0.04890655830812496,109,0.2786192901750318,0.07161121001505345,0.1767621185972007,0.12888747571352047,0.9219732008905621,0.2275809961966095,30
1.1672168796573863,0.26938869536714927,-1.3106831398279277,0.29633698574460826,-3.6838841863124903,0.2276265684874428,0.2540336220390595,0.2204315329417199,117,0.6699637926950951,0.11041310620399902,0.42516178598707055,0.28008710137192283,1.727019390022402,0.47429066783594537,14
-0.04752212633359999,0.17307422444687381,-0.5341113708588436,0.03506392656290052,0.35460534280281614,-0.12254746048420169,0.08216523662182443,-0.04531181384736671,42,0.18818056923330614,0.15604018372249415,0.7097136978791524,0.13110303180944394,0.6204997533010345,0.4181170979870125,31
-0.9736145513650631,0.22815149433059015,-0.1368496046968149,0.14450820074299156,2.243227248946128,0.366459728655357,0.16409097431967418,0.12836836638461735,123,0.3651343399721967,0.08671505842338528,0.27051404280741304,0.18214723656629261,0.7599473991640129,0.3444672720930703,23
-0.09543170231883881,0.18321953278175881,0.7155173181719491,-0.1165918021162162,0.25381375518659394,-0.36826106215931476,0.11807491205453911,0.09423909886682402,191,0.26430937360319656,0.08187163644595019,0.209465219808256,0.13028786730983244,0.3946686381359351,0.24445126514103618,22
-0.6321689601190389,-0.004379825714017317,0.1685326746574221,-0.17288173821090455,0.9793477737020654,0.517519497374497,0.09791050722789556,0.047794424296111915,96,0.37742431650557295,0.08704182140391127,0.28896342931094815,0.14008149492217567,0.5937308365467228,0.2693172701257418,11
0.8916945876564044,-0.09734541747987162,0.7370899909703701,-0.1430109826884688,-0.7734162198865373,-0.8474590395825685,0.15174409813459505,0.10002117728914339,88,0.3405498036893702,0.10829857144775558,0.30268449155571125,0.13143631353154228,0.6291993255721949,0.36020100449753945,19
-0.5758356512270767,0.24275912089944748,1.503098758474204,-0.1055318504956747,1.939367098260153,-0.460845363750656,0.38578203093395963,0.18104270791194632,21,0.5592914929436702,0.17630773630236243,0.8882755570725348,0.29496952128093396,0.746886642047907,0.44297705556487066,37
-0.5433354188090445,0.05884652628620915,-0.3418323652769763,0.019234096616710213,-0.3080261301816185,1.0571288825017318,0.11013452334879421,0.06069755242372721,96,0.47121844311326144,0.11051218219775143,0.38204564654182294,0.2867414511691132,1.4933947756113375,0.3734992423581159,12
1.049173743587869,-0.11361908814207412,-0.1596456288137833,0.26800899716807275,-1.8755544721621518,-0.1687767462446251,0.31621634058534626,0.270014741976248,80,0.3310626344161346,0.08805571576351695,0.2773135921560353,0.16706533530955409,0.4735326420624828,0.24726261609985703,17
0.534942306197863,0.19504691276623234,0.5409732229269159,0.08859568979045478,-0.07421966344666953,-0.9005168396857092,0.3183929606773524,0.21189186078318867,38,0.37423881386994645,0.13475131210563543,0.34698199476946134,0.3651699595193147,0.4861696222427057,0.27497298986719937,35
-1.209954517987821,0.014019936497727092,1.1351421718451755,0.27153654215777984,2.823759613519806,-0.223975695206585,0.09084369993502038,0.02299621485554426,73,0.807462816945939,0.16004133858875622,0.6170832664846241,0.3488002483246506,1.3992374901938902,0.5852603872352078,13
-0.21498297955319956,0.310433536473006,-0.2952804903263031,0.035765422312998146,0.36255271996810523,0.04742933349609084,0.16032571688606723,0.07800470873764231,57,0.45381407283270064,0.10770439255168125,0.2741347158898568,0.17343014969937753,0.8041532318373195,0.28570018689761134,21
-0.6130457493502008,-0.03141855772270119,0.3686586992499017,0.2359052957242196,2.216030618540015,-0.32181875503545687,0.27484672602796295,-0.0877299109580556,16,0.5218647863662625,0.16609848386535897,1.1103397391386527,0.32504771070130084,1.2905639819732275,0.43157391430866937,36
1.0428696358006515,-0.31599896966567176,-1.4756403312679722,0.5590814514790108,0.5523729322818071,-0.4706424708893967,0.4858861312492652,0.2288291968738979,16,1.0810167086715856,0.2257179693150886,0.760520163456226,0.6307793167702299,2.2973592437702273,0.7099876546135241,20
