Coefs(Intercept),CoefsN_years50,CoefsAvRich_100,CoefsAv_HMindex,CoefsCV_gpp_scaled,CoefsGamma_scaled,SE_(Intercept),SE_N_years50,SE_AvRich_100,SE_Av_HMindex,SE_CV_gpp_scaled,SE_Gamma_scaled,BCR
0.02467639419904764,0.06575154786780671,-0.18193284752282146,0.050518074030820745,0.06689645484683783,0.08104083648639042,0.028391121146568436,0.010946811954255804,0.03949609713178151,0.020484057989871095,0.059317760666619264,0.04181412921978958,27
0.170275996004203,0.08438569338532724,-0.14786023438401918,-0.036909138505460536,-0.3946413913844168,0.06674875259828232,0.05699493584279104,0.01107259967859825,0.0406763457422414,0.021630016254863254,0.09719521065126538,0.03973597783102536,28
0.11633515049120632,0.04107628009322791,-0.13134702523277225,-0.027973921135889968,-0.02187247458316235,0.041734372449653105,0.08633440710574093,0.014487185854095062,0.06243510530174613,0.03067557295071383,0.14888893567518907,0.07274596249379515,24
-0.09718861428442829,0.03988008767015056,-0.13563759972295755,-0.028530617034188556,0.24050366102997983,0.21864762464473014,0.10772801891294,0.016991586626345735,0.08599882255244162,0.03822976734501281,0.13773493710458343,0.0883058057241043,29
0.1340692073224112,0.15533522032819605,-0.03466299178652938,-0.12243248349409973,0.14877912539548296,-0.14975395082181236,0.052134976985499806,0.027213471247842718,0.06027571987622774,0.07503050798271908,0.12860633450666636,0.06295302248004307,16
0.17380050930169377,0.050675880688467886,-0.07498650135162115,-0.06065549029189699,0.15085139595649347,-0.11883545625579546,0.07155660369731957,0.044812656822723375,0.09642751769167594,0.09136948086495303,0.26273301388777054,0.10736929632420991,34
0.03150903355360962,0.04504238585992201,-0.386531123763519,0.00395386726449224,-0.024618297950184328,0.29102042669342904,0.097960875846018,0.049236583119909014,0.15602175503268428,0.06229009734125443,0.1708916147429514,0.15533030274695844,33
0.21231433711160916,0.03894025905005561,-0.17851998009947284,-0.08731421413045996,-0.43877179108884057,0.14124419943092922,0.12326012877649507,0.020223341781665242,0.09749193545025973,0.05680155320604041,0.27047039911283893,0.08740023004335208,25
0.060875907066574114,0.038780557310817844,-0.2568586932050014,-0.07965112557734558,-0.017918319418574538,0.20918814058805238,0.08575919427960221,0.04380794455139447,0.14753776765287221,0.08186169173552657,0.21494912063034527,0.16175493190546442,26
0.005874773857848001,0.024707717570041466,-0.08855507939551314,0.021421637887235903,0.33460015343627403,0.04975761758247655,0.05415777603084663,0.017865733915459724,0.060955261093388224,0.026110708597462583,0.14324515631592602,0.059707370617885516,5
0.22793132575021555,0.061797904357402025,-0.20482633469107644,-0.03058126286895575,-0.1900702271737084,0.04606104287935943,0.05668379053190848,0.021623577365687492,0.048577933675329275,0.03128185779652275,0.11010800928028833,0.04500355971993428,9
0.2647718224406236,0.05969546159911036,-0.45970376213771674,-0.09515118436862156,-0.2244868288072933,0.17791051649849648,0.08527029547562835,0.02963864583251679,0.07078783569422732,0.04392919150528911,0.11370322643941334,0.08498874622412973,32
-0.06287311798581591,0.03070920222053592,-0.3290355555542309,0.01797548851771867,0.47072174344887974,0.2699076445640432,0.09908027234168497,0.03593989224786637,0.11881996001966491,0.093498369642672,0.2920627402540645,0.15447677770560347,15
0.11370599444349348,0.12427805538074319,-0.16866043569289496,0.04864658621209929,-0.08265043640871038,0.046835332727223566,0.06553237328859769,0.026011300635813344,0.05934618995217046,0.07466112244913756,0.1339372201589906,0.06051954807260939,10
0.1979607279009036,0.06755462972302982,0.01597459579700067,-0.1026186099366821,0.19818689571543763,-0.1886046705906707,0.11119488334635767,0.02970175800548385,0.13764426947583044,0.055323947134148975,0.19263091399308757,0.10754895142458275,18
0.09800346247875934,0.06410989902039853,-0.05686658087725599,0.04135847946300512,-0.3376789150141127,0.030271756889332157,0.0667872666074923,0.01438245654716509,0.04688317348922104,0.030942573423781462,0.20492349453738642,0.04822330037096557,30
0.20620667491499864,0.06784337111679543,-0.16042108846440253,0.08435499058871468,-0.08507078439766884,-0.09980980366697725,0.107267165781082,0.016377285255079435,0.0668771562737809,0.04532273123598945,0.29043443360591265,0.07528583336070536,14
-0.10355117912524854,0.13155175120977944,-0.2622574466867027,0.029937457846777562,0.31212181109127113,0.14183661195334576,0.09475072967599363,0.035547279994838345,0.23187931838876102,0.04414776859447688,0.24132746772583025,0.1774910838971631,31
-0.04538120333649822,0.046541020134422094,-0.055131366103098677,0.05224999906534035,0.25719045941349084,0.06580641988540686,0.09386909526445555,0.014303154793079698,0.058776473687611824,0.04138222778420465,0.18890446334286723,0.08563568784372581,23
0.12043530173320767,0.08316215224655406,-0.15573349192929736,-0.028947544217434392,0.17652660425417135,-0.03812567830561173,0.06968500648247367,0.014207643778976585,0.05394430159157401,0.03172084547410573,0.09296178711536059,0.058754989205579145,22
0.22748814654039917,0.08680569391083913,-0.12099064340254043,-0.008456768141122022,-0.02404422086943578,-0.1337396264744972,0.10468740664445701,0.027737073684444724,0.07130850663197423,0.03425857827878915,0.17429376159283677,0.07847923045310864,11
0.5393382225260206,0.016656166951573438,-0.12544742595618905,-0.04076328591742748,-0.08987988123535502,-0.4274970446487515,0.12545009654057587,0.02976670498745671,0.10094750685606897,0.0455005101771777,0.20367539791189262,0.11278725921725594,19
0.0060021461571054795,0.03129175439420335,-0.048324877088655564,0.025249023841299345,-0.09005682038056968,0.167768981010527,0.09795228444260304,0.021282020690212084,0.07332393545655154,0.0570581602707555,0.2890380806776888,0.08746489207152726,12
0.24771368148444708,0.010858056215149629,-0.1742242035625309,0.0031038608078222617,-0.16053274608984305,0.02847420738211276,0.12448510642732703,0.038530076858327024,0.1081305708087677,0.06827458002883566,0.17908497322185205,0.10390969546783586,17
0.056195504514168056,0.14923863923491254,-0.007841962702104755,0.07906153312193011,-0.17226743075829845,0.06280699345335558,0.12285165624232017,0.03403047459758738,0.12068390337418049,0.12657780015180736,0.17846533708453918,0.09617956592905354,35
0.20129315147251883,0.07181913223286479,-0.14144323846543272,-0.049417643787447056,0.09885492491902777,-0.07913272357561935,0.16040251122859733,0.02575826542617708,0.10561588880162413,0.06323208129434489,0.27429749845311674,0.10792752120270616,13
-0.022968690646411088,0.018375250701179197,-0.26915944647942086,-0.009146914799794164,0.23910080559980748,0.18512400920437697,0.1746047520291963,0.029023076013540736,0.10825895794454705,0.06917306864267425,0.30803407984116477,0.10760384873920464,21
